Away_Team,Away_Score,Home_Team,Home_Score,Year,day,tourney_game
Southeast Missouri State,70,Austin Peay,64,2015,1/31/2015,0
Texas,60,Baylor,83,2015,1/31/2015,0
Tennessee Tech,53,Belmont,71,2015,1/31/2015,0
UMass-Lowell,69,Binghamton,76,2015,1/31/2015,0
Akron,69,Bowling Green State,68,2015,1/31/2015,0
Santa Clara,57,BYU,78,2015,1/31/2015,0
Colgate,71,Bucknell,69,2015,1/31/2015,0
Seattle,61,Cal State Bakersfield,71,2015,1/31/2015,0
Cal Poly,78,UC-Davis,81,2015,1/31/2015,0
UCSB,55,UC-Irvine,77,2015,1/31/2015,0
Cal State Northridge,62,UC-Riverside,66,2015,1/31/2015,0
Ohio,69,Central Michigan,74,2015,1/31/2015,0
Florida International,78,Charlotte,70,2015,1/31/2015,0
Citadel,73,Chattanooga,78,2015,1/31/2015,0
Boston College,49,Clemson,64,2015,1/31/2015,0
Green Bay,62,Cleveland State,76,2015,1/31/2015,0
Fresno State,57,Colorado State,80,2015,1/31/2015,0
Brown,65,Columbia,86,2015,1/31/2015,0
Yale,65,Cornell,57,2015,1/31/2015,0
Georgetown,67,Creighton,40,2015,1/31/2015,0
College of Charleston,68,Delaware,71,2015,1/31/2015,0
Villanova,68,DePaul,55,2015,1/31/2015,0
Evansville,65,Drake,70,2015,1/31/2015,0
North Carolina-Wilmington,76,Drexel,85,2015,1/31/2015,0
George Mason,53,Duquesne,62,2015,1/31/2015,0
North Carolina Central,59,ETSU,61,2015,1/31/2015,0
Southern Illinois-Edwardsville,54,Eastern Illinois,57,2015,1/31/2015,0
Western Michigan,63,Eastern Michigan,69,2015,1/31/2015,0
